code,coname,house,analyst,carm,yy,mm,dd,title
5300,롯데칠성,현대증권,박애란,-0.043494533,2016.0,11.0,22.0,롯데칠성
5440,현대그린푸드,현대증권,박애란,-0.002624442,2016.0,5.0,26.0,현대그린푸드
5610,SPC삼립,현대증권,박애란,-0.046894533,2016.0,11.0,22.0,삼립식품
5740,크라운해태홀딩스,현대증권,박애란,-0.072793653,2016.0,1.0,14.0,크라운제과
5740,크라운해태홀딩스,현대증권,박애란,-0.072793653,2016.0,1.0,14.0,크라운제과
5740,크라운해태홀딩스,현대증권,박애란,-0.146624442,2016.0,5.0,26.0,크라운제과
5740,크라운해태홀딩스,현대증권,박애란,-0.146624442,2016.0,5.0,26.0,크라운제과
5990,매일홀딩스,현대증권,박애란,-0.028893653,2016.0,1.0,14.0,매일유업
7310,오뚜기,현대증권,박애란,0.0193063467,2016.0,1.0,14.0,오뚜기
7310,오뚜기,현대증권,박애란,-0.069994533,2016.0,11.0,22.0,오뚜기
12330,현대모비스,현대증권,채희근,0.0067919401,2016.0,12.0,5.0,현대모비스
25540,한국단자,현대증권,채희근,-0.018830789,2016.0,5.0,27.0,한국단자
33780,KT&G,현대증권,박애란,0.0613054667,2016.0,11.0,22.0,KT&G
33780,KT&G,현대증권,박애란,0.0613054667,2016.0,11.0,22.0,KT&G
49770,동원F&B,현대증권,박애란,-0.113094533,2016.0,11.0,22.0,동원F&B
51500,CJ프레시웨이,현대증권,박애란,-0.022594533,2016.0,11.0,22.0,CJ프레시웨이
52260,SK바이오랜드,현대증권,이달미,-0.012187913,2016.0,7.0,18.0,SK바이오랜드
60980,한라홀딩스,현대증권,채희근,-0.05680806,2016.0,12.0,5.0,한라홀딩스
69110,코스온,현대증권,이달미,0.0272579129,2016.0,12.0,1.0,코스온
78520,에이블씨엔씨,현대증권,이달미,-0.023142087,2016.0,12.0,1.0,에이블씨엔씨
90430,아모레퍼시픽,현대증권,이달미,-0.019042087,2016.0,12.0,1.0,아모레퍼시픽
97950,CJ제일제당,현대증권,박애란,-0.023094533,2016.0,11.0,22.0,CJ제일제당
123330,제닉,현대증권,이달미,0.0092579129,2016.0,12.0,1.0,제닉
161890,한국콜마,현대증권,이달미,0.0052579129,2016.0,12.0,1.0,한국콜마
204320,만도,현대증권,채희근,-0.08610806,2016.0,12.0,5.0,만도
4690,삼천리,KB증권,강성진,-0.033518192,2017.0,1.0,3.0,삼천리
4690,삼천리,KB증권,강성진,-0.033518192,2017.0,1.0,3.0,삼천리
5880,대한해운,KB증권,강성진,0.067856455,2017.0,1.0,13.0,대한해운
5880,대한해운,KB증권,강성진,-0.061804958,2017.0,4.0,11.0,대한해운
28670,팬오션,KB증권,강성진,0.025856455,2017.0,1.0,13.0,팬오션
52690,한전기술,KB증권,강성진,0.0270818084,2017.0,1.0,3.0,한전기술
84870,TBH글로벌,KB증권,이달미,0.019839044,2017.0,4.0,20.0,TBH글로벌
9240,한샘,SK증권,김세련,-0.000851383,2017.0,10.0,10.0,한샘
12750,에스원,SK증권,김세련,0.0144486166,2017.0,10.0,10.0,에스원
108670,LG하우시스,SK증권,김세련,-0.037951383,2017.0,10.0,10.0,LG하우시스
42670,두산인프라코어,대신증권,이지윤,-0.028400762,2017.0,11.0,20.0,두산인프라코어
214420,토니모리,대신증권,박은정,0.2436509019,2017.0,10.0,17.0,토니모리
60,메리츠화재,메리츠종금증권,김고은,0.0142360794,2017.0,1.0,18.0,메리츠화재
1450,현대해상,메리츠종금증권,김고은,0.0033360794,2017.0,1.0,18.0,현대해상
1450,현대해상,메리츠종금증권,김고은,-0.027841513,2017.0,10.0,16.0,현대해상
5830,DB손해보험,메리츠종금증권,김고은,0.0050360794,2017.0,1.0,18.0,동부화재
88350,한화생명,메리츠종금증권,김고은,-0.034541513,2017.0,10.0,16.0,한화생명
7070,GS리테일,삼성증권,남옥진,0.0189114601,2017.0,1.0,10.0,GS리테일
69960,현대백화점,삼성증권,남옥진,-0.07578854,2017.0,1.0,10.0,현대백화점
138250,엔에스쇼핑,삼성증권,남옥진,0.0083771663,2017.0,7.0,6.0,엔에스쇼핑
139480,이마트,삼성증권,남옥진,0.0052114601,2017.0,1.0,10.0,이마트
1040,CJ,신한금융투자,김수현,-0.005524144,2017.0,1.0,20.0,CJ
60,메리츠화재,유안타증권,정준섭,-0.035139407,2017.0,1.0,31.0,메리츠화재
1450,현대해상,유안타증권,정준섭,-0.044039407,2017.0,1.0,31.0,현대해상
5830,DB손해보험,유안타증권,정준섭,0.0110605933,2017.0,1.0,31.0,동부화재
1430,세아베스틸,유진투자증권,방민진,0.0023743207,2017.0,12.0,5.0,세아베스틸
1430,세아베스틸,유진투자증권,방민진,0.0023743207,2017.0,12.0,5.0,세아베스틸
34230,파라다이스,키움증권,조병희,-0.032529453,2017.0,6.0,14.0,파라다이스
180640,한진칼,키움증권,조병희,0.0101705466,2017.0,6.0,14.0,한진칼
1230,동국제강,하이투자증권,김윤상,0.0305499951,2017.0,11.0,21.0,동국제강
1230,동국제강,하이투자증권,김윤상,0.0305499951,2017.0,11.0,21.0,동국제강
4020,현대제철,하이투자증권,김윤상,0.0091499951,2017.0,11.0,21.0,현대제철
5490,POSCO,하이투자증권,김윤상,0.0298499951,2017.0,11.0,21.0,POSCO
10130,고려아연,하이투자증권,김윤상,-0.016950005,2017.0,11.0,21.0,고려아연
10130,고려아연,하이투자증권,김윤상,-0.016950005,2017.0,11.0,21.0,고려아연
2350,넥센타이어,한국투자증권,김진우,0.0002788787,2017.0,11.0,28.0,넥센타이어
18880,한온시스템,한국투자증권,김진우,0.0125788787,2017.0,11.0,28.0,한온시스템
73240,금호타이어,한국투자증권,김진우,0.0669788787,2017.0,11.0,28.0,금호타이어
4170,신세계,흥국증권,임영주,0.049570613,2017.0,1.0,17.0,신세계
8770,호텔신라,흥국증권,임영주,0.030270613,2017.0,1.0,17.0,호텔신라
28150,GS홈쇼핑,흥국증권,임영주,0.039870613,2017.0,1.0,17.0,GS홈쇼핑
35760,CJ ENM,흥국증권,임영주,-0.012129387,2017.0,1.0,17.0,CJ오쇼핑
57050,현대홈쇼핑,흥국증권,임영주,-0.006429387,2017.0,1.0,17.0,현대홈쇼핑
69960,현대백화점,흥국증권,임영주,0.036270613,2017.0,1.0,17.0,현대백화점
71840,롯데하이마트,흥국증권,임영주,-0.002029387,2017.0,1.0,17.0,롯데하이마트
4170,신세계,BNK투자증권,이승은,-0.023351557,2018.0,1.0,22.0,신세계
4170,신세계,BNK투자증권,이승은,-0.023351557,2018.0,1.0,22.0,신세계
23530,롯데쇼핑,BNK투자증권,이승은,-0.028551557,2018.0,1.0,22.0,롯데쇼핑
71840,롯데하이마트,BNK투자증권,이승은,0.0268484432,2018.0,1.0,22.0,롯데하이마트
139480,이마트,BNK투자증권,이승은,-0.012851557,2018.0,1.0,22.0,이마트
139480,이마트,BNK투자증권,이승은,-0.012851557,2018.0,1.0,22.0,이마트
37560,LG헬로비전,IBK투자증권,김장원,-0.004743677,2018.0,10.0,4.0,통신서비스
7070,GS리테일,대신증권,유정현,0.0563014497,2018.0,1.0,11.0,GS리테일
20000,한섬,대신증권,유정현,-0.010112511,2018.0,1.0,15.0,한섬
23530,롯데쇼핑,대신증권,유정현,0.0091014497,2018.0,1.0,11.0,롯데쇼핑
28150,GS홈쇼핑,대신증권,유정현,-0.01059855,2018.0,1.0,11.0,GS홈쇼핑
57050,현대홈쇼핑,대신증권,유정현,0.0063014497,2018.0,1.0,11.0,현대홈쇼핑
69960,현대백화점,대신증권,유정현,-0.02019855,2018.0,1.0,11.0,현대백화점
71840,롯데하이마트,대신증권,유정현,-0.00079855,2018.0,1.0,11.0,롯데하이마트
81660,휠라홀딩스,대신증권,유정현,-0.012212511,2018.0,1.0,15.0,휠라코리아
93050,LF,대신증권,유정현,-0.079512511,2018.0,1.0,15.0,LF
105630,한세실업,대신증권,유정현,-0.019912511,2018.0,1.0,15.0,한세실업
111770,영원무역,대신증권,유정현,-0.018412511,2018.0,1.0,15.0,영원무역
60,메리츠화재,메리츠종금증권,김고은,-0.019751557,2018.0,1.0,22.0,메리츠화재
810,삼성화재,메리츠종금증권,김고은,0.0067484432,2018.0,1.0,22.0,삼성화재
1450,현대해상,메리츠종금증권,김고은,-0.032451557,2018.0,1.0,22.0,현대해상
5940,NH투자증권,메리츠종금증권,김고은,0.0511484432,2018.0,1.0,22.0,NH투자증권
6800,미래에셋대우,메리츠종금증권,김고은,0.0841484432,2018.0,1.0,22.0,미래에셋대우
16360,삼성증권,메리츠종금증권,김고은,0.0521484432,2018.0,1.0,22.0,삼성증권
32830,삼성생명,메리츠종금증권,김고은,-0.004651557,2018.0,1.0,22.0,삼성생명
39490,키움증권,메리츠종금증권,김고은,0.1021484432,2018.0,1.0,22.0,키움증권
82640,동양생명,메리츠종금증권,김고은,0.0269484432,2018.0,1.0,22.0,동양생명
85620,미래에셋생명,메리츠종금증권,김고은,0.0115484432,2018.0,1.0,22.0,미래에셋생명
88350,한화생명,메리츠종금증권,김고은,-0.014351557,2018.0,1.0,22.0,한화생명
7070,GS리테일,삼성증권,남옥진,0.0145279909,2018.0,1.0,12.0,GS리테일
23530,롯데쇼핑,삼성증권,남옥진,0.0250279909,2018.0,1.0,12.0,롯데쇼핑
28150,GS홈쇼핑,삼성증권,남옥진,-0.000572009,2018.0,1.0,12.0,GS홈쇼핑
28150,GS홈쇼핑,삼성증권,남옥진,-0.000572009,2018.0,1.0,12.0,GS홈쇼핑
35760,CJ ENM,삼성증권,남옥진,0.0622279909,2018.0,1.0,12.0,CJ오쇼핑
35760,CJ ENM,삼성증권,남옥진,0.0247115821,2018.0,7.0,6.0,CJ오쇼핑
57050,현대홈쇼핑,삼성증권,남옥진,-0.008672009,2018.0,1.0,12.0,현대홈쇼핑
57050,현대홈쇼핑,삼성증권,남옥진,-0.008672009,2018.0,1.0,12.0,현대홈쇼핑
69960,현대백화점,삼성증권,남옥진,-0.035472009,2018.0,1.0,12.0,현대백화점
71840,롯데하이마트,삼성증권,남옥진,-0.008572009,2018.0,1.0,12.0,롯데하이마트
138250,엔에스쇼핑,삼성증권,남옥진,-0.026172009,2018.0,1.0,12.0,엔에스쇼핑
139480,이마트,삼성증권,남옥진,-0.078472009,2018.0,1.0,12.0,이마트
92040,아미코젠,신영증권,정규봉,0.0282753321,2018.0,3.0,29.0,아미코젠
60,메리츠화재,유안타증권,정준섭,-0.019751557,2018.0,1.0,22.0,메리츠화재
810,삼성화재,유안타증권,정준섭,0.0067484432,2018.0,1.0,22.0,삼성화재
1450,현대해상,유안타증권,정준섭,-0.032451557,2018.0,1.0,22.0,현대해상
32830,삼성생명,유안타증권,정준섭,-0.004651557,2018.0,1.0,22.0,삼성생명
82640,동양생명,유안타증권,정준섭,0.0269484432,2018.0,1.0,22.0,동양생명
85620,미래에셋생명,유안타증권,정준섭,0.0115484432,2018.0,1.0,22.0,미래에셋생명
88350,한화생명,유안타증권,정준섭,-0.014351557,2018.0,1.0,22.0,한화생명
270,기아차,유진투자증권,이재일,0.0141406442,2018.0,1.0,9.0,기아차
4170,신세계,유진투자증권,주영훈,-0.002564266,2018.0,1.0,25.0,신세계
18880,한온시스템,유진투자증권,이재일,-0.046159356,2018.0,1.0,9.0,한온시스템
204320,만도,유진투자증권,이재일,-0.089859356,2018.0,1.0,9.0,만도
12510,더존비즈온,이베스트투자증권,최석원,0.1062357338,2018.0,1.0,25.0,더존비즈온
12510,더존비즈온,이베스트투자증권,최석원,0.1062357338,2018.0,1.0,25.0,더존비즈온
60,메리츠화재,키움증권,김태현,0.0171842506,2018.0,8.0,13.0,메리츠화재
80,하이트진로,키움증권,박상준,-0.094613462,2018.0,1.0,16.0,하이트진로
80,하이트진로,키움증권,박상준,-0.066927936,2018.0,8.0,16.0,하이트진로
720,현대건설,키움증권,라진성,0.1704401535,2018.0,4.0,18.0,현대건설
1680,대상,키움증권,박상준,-0.077113462,2018.0,1.0,16.0,대상
1680,대상,키움증권,박상준,0.1198720639,2018.0,8.0,16.0,대상
82640,동양생명,키움증권,김태현,-0.027815749,2018.0,8.0,13.0,동양생명
97950,CJ제일제당,키움증권,박상준,-0.098313462,2018.0,1.0,16.0,CJ제일제당
5070,코스모신소재,하나금융투자,김두현,-0.017651557,2018.0,1.0,22.0,코스모신소재
22100,포스코 ICT,하나금융투자,김두현,-0.003651557,2018.0,1.0,22.0,포스코 ICT
67170,오텍,하나금융투자,김두현,0.0844484432,2018.0,1.0,22.0,오텍
95570,AJ네트웍스,하나금융투자,김두현,-0.025651557,2018.0,1.0,22.0,AJ네트웍스
99190,아이센스,하나금융투자,이정기,-0.011752434,2018.0,5.0,31.0,아이센스
119610,인터로조,하나금융투자,이정기,-0.028652434,2018.0,5.0,31.0,인터로조
214370,케어젠,하나금융투자,이정기,-0.047152434,2018.0,5.0,31.0,케어젠
80,하이트진로,하이투자증권,이경신,-0.006360677,2018.0,1.0,8.0,하이트진로
80,하이트진로,하이투자증권,이경신,-0.006360677,2018.0,1.0,8.0,하이트진로
1680,대상,하이투자증권,이경신,-0.044760677,2018.0,1.0,8.0,대상
1680,대상,하이투자증권,이경신,-0.044760677,2018.0,1.0,8.0,대상
2270,롯데푸드,하이투자증권,이경신,-0.026760677,2018.0,1.0,8.0,롯데푸드
4370,농심,하이투자증권,이경신,-0.043260677,2018.0,1.0,8.0,농심
4370,농심,하이투자증권,이경신,-0.043260677,2018.0,1.0,8.0,농심
5180,빙그레,하이투자증권,이경신,-0.001360677,2018.0,1.0,8.0,빙그레
5300,롯데칠성,하이투자증권,이경신,-0.001260677,2018.0,1.0,8.0,롯데칠성
5300,롯데칠성,하이투자증권,이경신,-0.001260677,2018.0,1.0,8.0,롯데칠성
5610,SPC삼립,하이투자증권,이경신,-0.066260677,2018.0,1.0,8.0,SPC삼립
7310,오뚜기,하이투자증권,이경신,-0.011860677,2018.0,1.0,8.0,오뚜기
33780,KT&G,하이투자증권,이경신,-0.061760677,2018.0,1.0,8.0,KT&G
51500,CJ프레시웨이,하이투자증권,이경신,-0.080260677,2018.0,1.0,8.0,CJ프레시웨이
97950,CJ제일제당,하이투자증권,이경신,0.0304393229,2018.0,1.0,8.0,CJ제일제당
35720,카카오,흥국증권,이경일,-0.029765978,2018.0,4.0,16.0,카카오
36570,엔씨소프트,흥국증권,이경일,0.0023357338,2018.0,1.0,25.0,엔씨소프트
63080,게임빌,흥국증권,이경일,0.0025357338,2018.0,1.0,25.0,게임빌
69080,웹젠,흥국증권,이경일,-0.003764266,2018.0,1.0,25.0,웹젠
78340,컴투스,흥국증권,이경일,-0.007264266,2018.0,1.0,25.0,컴투스
181710,NHN,흥국증권,이경일,0.0243357338,2018.0,1.0,25.0,NHN엔터테인먼트
51900,LG생활건강,KTB투자증권,김민정,-0.00854665,2011.0,9.0,5.0,LG생활건강
40420,정상제이엘에스,이트레이드증권,양지혜,-0.004858101,2011.0,5.0,16.0,정상JLS
51900,LG생활건강,KTB투자증권,김민정,-0.071545358,2012.0,2.0,13.0,LG생활건강
51900,LG생활건강,현대증권,이달미,0.0331579129,2016.0,12.0,1.0,LG생활건강
